DATE,QO,QO_ZSCORE
2013-12-03,57,-0.497320052
2013-12-04,56,-0.500433329
2013-12-05,55,-0.503546606
2013-12-06,55,-0.503546606
2013-12-07,56,-0.500433329
2013-12-08,54,-0.506659883
2013-12-09,55,-0.503546606
2013-12-10,56,-0.500433329
2013-12-11,54,-0.506659883
2013-12-12,56,-0.500433329
2013-12-13,56,-0.500433329
2013-12-14,56,-0.500433329
2013-12-15,57,-0.497320052
2013-12-16,57,-0.497320052
2013-12-17,57,-0.497320052
2013-12-18,57,-0.497320052
2013-12-19,56,-0.500433329
2013-12-20,56,-0.500433329
2013-12-21,56,-0.500433329
2013-12-22,57,-0.497320052
2013-12-23,58,-0.494206775
2013-12-24,58,-0.494206775
2013-12-25,58,-0.494206775
2013-12-26,59,-0.491093498
2013-12-27,57,-0.497320052
2013-12-28,59,-0.491093498
2013-12-29,58,-0.494206775
2013-12-30,56,-0.500433329
2013-12-31,57,-0.497320052
2014-01-01,57,-0.497320052
2014-01-02,55,-0.503546606
2014-01-03,56,-0.500433329
2014-01-04,57,-0.497320052
2014-01-05,58,-0.494206775
2014-01-06,56,-0.500433329
2014-01-07,59,-0.491093498
2014-01-08,57,-0.497320052
2014-01-09,56,-0.500433329
2014-01-10,57,-0.497320052
2014-01-11,56,-0.500433329
2014-01-12,58,-0.494206775
2014-01-13,58,-0.494206775
2014-01-14,57,-0.497320052
2014-01-15,57,-0.497320052
2014-01-16,58,-0.494206775
2014-01-17,56,-0.500433329
2014-01-18,56,-0.500433329
2014-01-19,55,-0.503546606
2014-01-20,57,-0.497320052
2014-01-21,56,-0.500433329
2014-01-22,57,-0.497320052
2014-01-23,56,-0.500433329
2014-01-24,56,-0.500433329
2014-01-25,57,-0.497320052
2014-01-26,57,-0.497320052
2014-01-27,57,-0.497320052
2014-01-28,64,-0.475527114
2014-01-29,46,-0.531566099
2014-01-30,40,-0.55024576
2014-01-31,41,-0.547132483
2014-02-01,40,-0.55024576
2014-02-02,39,-0.553359037
2014-02-03,39,-0.553359037
2014-02-04,39,-0.553359037
2014-02-05,38,-0.556472314
2014-02-06,39,-0.553359037
2014-02-07,39,-0.553359037
2014-02-08,40,-0.55024576
2014-02-09,38,-0.556472314
2014-02-10,39,-0.553359037
2014-02-11,38,-0.556472314
2014-02-12,38,-0.556472314
2014-02-13,39,-0.553359037
2014-02-14,39,-0.553359037
2014-02-15,39,-0.553359037
2014-02-16,39,-0.553359037
2014-02-17,40,-0.55024576
2014-02-18,39,-0.553359037
2014-02-19,39,-0.553359037
2014-02-20,0,-0.674776838
2014-02-21,0,-0.674776838
2014-02-22,0,-0.674776838
2014-02-23,20,-0.612511299
2014-02-24,38,-0.556472314
2014-02-25,28,-0.587605083
2014-02-26,33,-0.572038699
2014-02-27,28,-0.587605083
2014-02-28,27,-0.59071836
2014-03-01,28,-0.587605083
2014-03-02,28,-0.587605083
2014-03-03,28,-0.587605083
2014-03-04,27,-0.59071836
2014-03-05,27,-0.59071836
2014-03-06,28,-0.587605083
2014-03-07,28,-0.587605083
2014-03-08,27,-0.59071836
2014-03-09,27,-0.59071836
2014-03-10,28,-0.587605083
2014-03-11,28,-0.587605083
2014-03-12,28,-0.587605083
2014-03-13,27,-0.59071836
2014-03-14,28,-0.587605083
2014-03-15,28,-0.587605083
2014-03-16,28,-0.587605083
2014-03-17,27,-0.59071836
2014-03-18,27,-0.59071836
2014-03-19,28,-0.587605083
2014-03-20,28,-0.587605083
2014-03-21,28,-0.587605083
2014-03-22,27,-0.59071836
2014-03-23,28,-0.587605083
2014-03-24,28,-0.587605083
2014-03-25,27,-0.59071836
2014-03-26,27,-0.59071836
2014-03-27,27,-0.59071836
2014-03-28,28,-0.587605083
2014-03-29,28,-0.587605083
2014-03-30,28,-0.587605083
2014-03-31,28,-0.587605083
2014-04-01,28,-0.587605083
2014-04-02,28,-0.587605083
2014-04-03,28,-0.587605083
2014-04-04,28,-0.587605083
2014-04-05,27,-0.59071836
2014-04-06,28,-0.587605083
2014-04-07,28,-0.587605083
2014-04-08,28,-0.587605083
2014-04-09,28,-0.587605083
2014-04-10,27,-0.59071836
2014-04-11,28,-0.587605083
2014-04-12,29,-0.584491807
2014-04-13,28,-0.587605083
2014-04-14,29,-0.584491807
2014-04-15,29,-0.584491807
2014-04-16,28,-0.587605083
2014-04-17,26,-0.593831637
2014-04-18,27,-0.59071836
2014-04-19,28,-0.587605083
2014-04-20,27,-0.59071836
2014-04-21,27,-0.59071836
2014-04-22,27,-0.59071836
2014-04-23,29,-0.584491807
2014-04-24,29,-0.584491807
2014-04-25,29,-0.584491807
2014-04-26,29,-0.584491807
2014-04-27,29,-0.584491807
2014-04-28,30,-0.58137853
2014-04-29,29,-0.584491807
2014-04-30,30,-0.58137853
2014-05-01,29,-0.584491807
2014-05-02,29,-0.584491807
2014-05-03,29,-0.584491807
2014-05-04,29,-0.584491807
2014-05-05,29,-0.584491807
2014-05-06,29,-0.584491807
2014-05-07,29,-0.584491807
2014-05-08,28,-0.587605083
2014-05-09,29,-0.584491807
2014-05-10,29,-0.584491807
2014-05-11,29,-0.584491807
2014-05-12,28,-0.587605083
2014-05-13,28,-0.587605083
2014-05-14,28,-0.587605083
2014-05-15,28,-0.587605083
2014-05-16,28,-0.587605083
2014-05-17,36,-0.562698868
2014-05-18,36,-0.562698868
2014-05-19,53,-0.50977316
2014-05-20,53,-0.50977316
2014-05-21,41,-0.547132483
2014-05-22,41,-0.547132483
2014-05-23,45,-0.534679375
2014-05-24,40,-0.55024576
2014-05-25,39,-0.553359037
2014-05-26,39,-0.553359037
2014-05-27,39,-0.553359037
2014-05-28,39,-0.553359037
2014-05-29,39,-0.553359037
2014-05-30,39,-0.553359037
2014-05-31,39,-0.553359037
2014-06-01,38,-0.556472314
2014-06-02,39,-0.553359037
2014-06-03,38,-0.556472314
2014-06-04,38,-0.556472314
2014-06-05,40,-0.55024576
2014-06-06,40,-0.55024576
2014-06-07,38,-0.556472314
2014-06-08,38,-0.556472314
2014-06-09,39,-0.553359037
2014-06-10,39,-0.553359037
2014-06-11,37,-0.559585591
2014-06-12,38,-0.556472314
2014-06-13,38,-0.556472314
2014-06-14,38,-0.556472314
2014-06-15,39,-0.553359037
2014-06-16,39,-0.553359037
2014-06-17,38,-0.556472314
2014-06-18,39,-0.553359037
2014-06-19,40,-0.55024576
2014-06-20,40,-0.55024576
2014-06-21,40,-0.55024576
2014-06-22,39,-0.553359037
2014-06-23,40,-0.55024576
2014-06-24,40,-0.55024576
2014-06-25,40,-0.55024576
2014-06-26,42,-0.544019206
2014-06-27,41,-0.547132483
2014-06-28,38,-0.556472314
2014-06-29,38,-0.556472314
2014-06-30,39,-0.553359037
2014-07-01,40,-0.55024576
2014-07-02,41,-0.547132483
2014-07-03,42,-0.544019206
2014-07-04,43,-0.540905929
2014-07-05,42,-0.544019206
2014-07-06,41,-0.547132483
2014-07-07,42,-0.544019206
2014-07-08,43,-0.540905929
2014-07-09,41,-0.547132483
2014-07-10,39,-0.553359037
2014-07-11,40,-0.55024576
2014-07-12,40,-0.55024576
2014-07-13,39,-0.553359037
2014-07-14,40,-0.55024576
2014-07-15,40,-0.55024576
2014-07-16,41,-0.547132483
2014-07-17,40,-0.55024576
2014-07-18,39,-0.553359037
2014-07-19,38,-0.556472314
2014-07-20,39,-0.553359037
2014-07-21,39,-0.553359037
2014-07-22,40,-0.55024576
2014-07-23,39,-0.553359037
2014-07-24,39,-0.553359037
2014-07-25,39,-0.553359037
2014-07-26,39,-0.553359037
2014-07-27,39,-0.553359037
2014-07-28,39,-0.553359037
2014-07-29,39,-0.553359037
2014-07-30,39,-0.553359037
2014-07-31,38,-0.556472314
2014-08-01,38,-0.556472314
2014-08-02,39,-0.553359037
2014-08-03,38,-0.556472314
2014-08-04,39,-0.553359037
2014-08-05,39,-0.553359037
2014-08-06,40,-0.55024576
2014-08-07,40,-0.55024576
2014-08-08,39,-0.553359037
2014-08-09,39,-0.553359037
2014-08-10,39,-0.553359037
2014-08-11,39,-0.553359037
2014-08-12,39,-0.553359037
2014-08-13,40,-0.55024576
2014-08-14,40,-0.55024576
2014-08-15,39,-0.553359037
2014-08-16,39,-0.553359037
2014-08-17,41,-0.547132483
2014-08-18,41,-0.547132483
2014-08-19,40,-0.55024576
2014-08-20,41,-0.547132483
2014-08-21,41,-0.547132483
2014-08-22,41,-0.547132483
2014-08-23,40,-0.55024576
2014-08-24,40,-0.55024576
2014-08-25,41,-0.547132483
2014-08-26,39,-0.553359037
2014-08-27,40,-0.55024576
2014-08-28,41,-0.547132483
2014-08-29,40,-0.55024576
2014-08-30,38,-0.556472314
2014-08-31,43,-0.540905929
2014-09-01,41,-0.547132483
2014-09-02,42,-0.544019206
2014-09-03,41,-0.547132483
2014-09-04,41,-0.547132483
2014-09-05,42,-0.544019206
2014-09-06,42,-0.544019206
2014-09-07,42,-0.544019206
2014-09-08,42,-0.544019206
2014-09-09,42,-0.544019206
2014-09-10,44,-0.537792652
2014-09-11,42,-0.544019206
2014-09-12,42,-0.544019206
2014-09-13,42,-0.544019206
2014-09-14,42,-0.544019206
2014-09-15,42,-0.544019206
2014-09-16,43,-0.540905929
2014-09-17,42,-0.544019206
2014-09-18,44,-0.537792652
2014-09-19,42,-0.544019206
2014-09-20,42,-0.544019206
2014-09-21,42,-0.544019206
2014-09-22,42,-0.544019206
2014-09-23,42,-0.544019206
2014-09-24,42,-0.544019206
2014-09-25,42,-0.544019206
2014-09-26,42,-0.544019206
2014-09-27,41,-0.547132483
2014-09-28,42,-0.544019206
2014-09-29,42,-0.544019206
2014-09-30,42,-0.544019206
2014-10-01,42,-0.544019206
2014-10-02,42,-0.544019206
2014-10-03,42,-0.544019206
2014-10-04,42,-0.544019206
2014-10-05,42,-0.544019206
2014-10-06,43,-0.540905929
2014-10-07,43,-0.540905929
2014-10-08,42,-0.544019206
2014-10-09,41,-0.547132483
2014-10-10,41,-0.547132483
2014-10-11,41,-0.547132483
2014-10-12,42,-0.544019206
2014-10-13,41,-0.547132483
2014-10-14,41,-0.547132483
2014-10-15,41,-0.547132483
2014-10-16,40,-0.55024576
2014-10-17,40,-0.55024576
2014-10-18,40,-0.55024576
2014-10-19,40,-0.55024576
2014-10-20,40,-0.55024576
2014-10-21,39,-0.553359037
2014-10-22,39,-0.553359037
2014-10-23,41,-0.547132483
2014-10-24,40,-0.55024576
2014-10-25,39,-0.553359037
2014-10-26,41,-0.547132483
2014-10-27,40,-0.55024576
2014-10-28,40,-0.55024576
2014-10-29,40,-0.55024576
2014-10-30,40,-0.55024576
2014-10-31,40,-0.55024576
2014-11-01,40,-0.55024576
2014-11-02,40,-0.55024576
2014-11-03,40,-0.55024576
2014-11-04,40,-0.55024576
2014-11-05,39,-0.553359037
2014-11-06,36,-0.562698868
2014-11-07,36,-0.562698868
2014-11-08,39,-0.553359037
2014-11-09,39,-0.553359037
2014-11-10,39,-0.553359037
2014-11-11,38,-0.556472314
2014-11-12,38,-0.556472314
2014-11-13,40,-0.55024576
2014-11-14,39,-0.553359037
2014-11-15,41,-0.547132483
2014-11-16,41,-0.547132483
2014-11-17,41,-0.547132483
2014-11-18,42,-0.544019206
2014-11-19,40,-0.55024576
2014-11-20,40,-0.55024576
2014-11-21,41,-0.547132483
2014-11-22,40,-0.55024576
2014-11-23,40,-0.55024576
2014-11-24,39,-0.553359037
2014-11-25,39,-0.553359037
2014-11-26,38,-0.556472314
2014-11-27,40,-0.55024576
2014-11-28,40,-0.55024576
2014-11-29,40,-0.55024576
2014-11-30,39,-0.553359037
2014-12-01,40,-0.55024576
2014-12-02,40,-0.55024576
2014-12-03,38,-0.556472314
2014-12-04,40,-0.55024576
2014-12-05,41,-0.547132483
2014-12-06,40,-0.55024576
2014-12-07,39,-0.553359037
2014-12-08,40,-0.55024576
2014-12-09,39,-0.553359037
2014-12-10,39,-0.553359037
2014-12-11,39,-0.553359037
2014-12-12,39,-0.553359037
2014-12-13,40,-0.55024576
2014-12-14,40,-0.55024576
2014-12-15,40,-0.55024576
2014-12-16,39,-0.553359037
2014-12-17,54,-0.506659883
2014-12-18,25,-0.596944914
2014-12-19,44,-0.537792652
2014-12-20,41,-0.547132483
2014-12-21,47,-0.528452822
2014-12-22,41,-0.547132483
2014-12-23,47,-0.528452822
2014-12-24,47,-0.528452822
2014-12-25,44,-0.537792652
2014-12-26,40,-0.55024576
2014-12-27,47,-0.528452822
2014-12-28,52,-0.512886437
2014-12-29,41,-0.547132483
2014-12-30,44,-0.537792652
2014-12-31,44,-0.537792652
2015-01-01,44,-0.537792652
2015-01-02,44,-0.537792652
2015-01-03,44,-0.537792652
2015-01-04,37,-0.559585591
2015-01-05,38,-0.556472314
2015-01-06,37,-0.559585591
2015-01-07,38,-0.556472314
2015-01-08,39,-0.553359037
2015-01-09,40,-0.55024576
2015-01-10,39,-0.553359037
2015-01-11,39,-0.553359037
2015-01-12,40,-0.55024576
2015-01-13,40,-0.55024576
2015-01-14,40,-0.55024576
2015-01-15,40,-0.55024576
2015-01-16,40,-0.55024576
2015-01-17,40,-0.55024576
2015-01-18,39,-0.553359037
2015-01-19,39,-0.553359037
2015-01-20,40,-0.55024576
2015-01-21,39,-0.553359037
2015-01-22,40,-0.55024576
2015-01-23,39,-0.553359037
2015-01-24,40,-0.55024576
2015-01-25,40,-0.55024576
2015-01-26,39,-0.553359037
2015-01-27,39,-0.553359037
2015-01-28,40,-0.55024576
2015-01-29,38,-0.556472314
2015-01-30,39,-0.553359037
2015-01-31,40,-0.55024576
2015-02-01,39,-0.553359037
2015-02-02,40,-0.55024576
2015-02-03,39,-0.553359037
2015-02-04,41,-0.547132483
2015-02-05,40,-0.55024576
2015-02-06,41,-0.547132483
2015-02-07,41,-0.547132483
2015-02-08,42,-0.544019206
2015-02-09,42,-0.544019206
2015-02-10,42,-0.544019206
2015-02-11,41,-0.547132483
2015-02-12,40,-0.55024576
2015-02-13,42,-0.544019206
2015-02-14,42,-0.544019206
2015-02-15,42,-0.544019206
2015-02-16,42,-0.544019206
2015-02-17,42,-0.544019206
2015-02-18,41,-0.547132483
2015-02-19,41,-0.547132483
2015-02-20,40,-0.55024576
2015-02-21,40,-0.55024576
2015-02-22,41,-0.547132483
2015-02-23,40,-0.55024576
2015-02-24,40,-0.55024576
2015-02-25,40,-0.55024576
2015-02-26,39,-0.553359037
2015-02-27,40,-0.55024576
2015-02-28,40,-0.55024576
2015-03-01,39,-0.553359037
2015-03-02,40,-0.55024576
2015-03-03,41,-0.547132483
2015-03-04,41,-0.547132483
2015-03-05,40,-0.55024576
2015-03-06,41,-0.547132483
2015-03-07,41,-0.547132483
2015-03-08,42,-0.544019206
2015-03-09,40,-0.55024576
2015-03-10,40,-0.55024576
2015-03-11,40,-0.55024576
2015-03-12,41,-0.547132483
2015-03-13,42,-0.544019206
2015-03-14,43,-0.540905929
2015-03-15,42,-0.544019206
2015-03-16,42,-0.544019206
2015-03-17,43,-0.540905929
2015-03-18,42,-0.544019206
2015-03-19,42,-0.544019206
2015-03-20,42,-0.544019206
2015-03-21,42,-0.544019206
2015-03-22,41,-0.547132483
2015-03-23,42,-0.544019206
2015-03-24,43,-0.540905929
2015-03-25,43,-0.540905929
2015-03-26,43,-0.540905929
2015-03-27,42,-0.544019206
2015-03-28,43,-0.540905929
2015-03-29,44,-0.537792652
2015-03-30,42,-0.544019206
2015-03-31,43,-0.540905929
2015-04-01,50,-0.519112991
2015-04-02,35,-0.565812145
2015-04-03,51,-0.515999714
2015-04-04,56,-0.500433329
2015-04-05,56,-0.500433329
2015-04-06,56,-0.500433329
2015-04-07,53,-0.50977316
2015-04-08,52,-0.512886437
2015-04-09,50,-0.519112991
2015-04-10,52,-0.512886437
2015-04-11,55,-0.503546606
2015-04-12,36,-0.562698868
2015-04-13,40,-0.55024576
2015-04-14,21,-0.609398022
2015-04-15,19,-0.615624576
2015-04-16,24,-0.600058191
2015-04-17,30,-0.58137853
2015-04-18,26,-0.593831637
2015-04-19,18,-0.618737853
2015-04-20,25,-0.596944914
2015-04-21,24,-0.600058191
2015-04-22,24,-0.600058191
2015-04-23,23,-0.603171468
2015-04-24,23,-0.603171468
2015-04-25,23,-0.603171468
2015-04-26,22,-0.606284745
2015-04-27,22,-0.606284745
2015-04-28,22,-0.606284745
2015-04-29,21,-0.609398022
2015-04-30,22,-0.606284745
2015-05-01,21,-0.609398022
2015-05-02,22,-0.606284745
2015-05-03,22,-0.606284745
2015-05-04,23,-0.603171468
2015-05-05,22,-0.606284745
2015-05-06,24,-0.600058191
2015-05-07,22,-0.606284745
2015-05-08,22,-0.606284745
2015-05-09,23,-0.603171468
2015-05-10,23,-0.603171468
2015-05-11,23,-0.603171468
2015-05-12,23,-0.603171468
2015-05-13,22,-0.606284745
2015-05-14,22,-0.606284745
2015-05-15,21,-0.609398022
2015-05-16,21,-0.609398022
2015-05-17,20,-0.612511299
2015-05-18,19,-0.615624576
2015-05-19,21,-0.609398022
2015-05-20,22,-0.606284745
2015-05-21,22,-0.606284745
2015-05-22,23,-0.603171468
2015-05-23,24,-0.600058191
2015-05-24,23,-0.603171468
2015-05-25,23,-0.603171468
2015-05-26,24,-0.600058191
2015-05-27,24,-0.600058191
2015-05-28,23,-0.603171468
2015-05-29,23,-0.603171468
2015-05-30,24,-0.600058191
2015-05-31,23,-0.603171468
2015-06-01,22,-0.606284745
2015-06-02,22,-0.606284745
2015-06-03,22,-0.606284745
2015-06-04,23,-0.603171468
2015-06-05,25,-0.596944914
2015-06-06,25,-0.596944914
2015-06-07,24,-0.600058191
2015-06-08,23,-0.603171468
2015-06-09,24,-0.600058191
2015-06-10,25,-0.596944914
2015-06-11,24,-0.600058191
2015-06-12,24,-0.600058191
2015-06-13,23,-0.603171468
2015-06-14,23,-0.603171468
2015-06-15,23,-0.603171468
2015-06-16,23,-0.603171468
2015-06-17,23,-0.603171468
2015-06-18,24,-0.600058191
2015-06-19,23,-0.603171468
2015-06-20,23,-0.603171468
2015-06-21,22,-0.606284745
2015-06-22,22,-0.606284745
2015-06-23,22,-0.606284745
2015-06-24,22,-0.606284745
2015-06-25,26,-0.593831637
2015-06-26,25,-0.596944914
2015-06-27,24,-0.600058191
2015-06-28,24,-0.600058191
2015-06-29,23,-0.603171468
2015-06-30,23,-0.603171468
2015-07-01,23,-0.603171468
2015-07-02,23,-0.603171468
2015-07-03,22,-0.606284745
2015-07-04,21,-0.609398022
2015-07-05,0,-0.674776838
2015-07-06,0,-0.674776838
2015-07-07,0,-0.674776838
2015-07-08,20,-0.612511299
2015-07-09,14,-0.631190961
2015-07-10,61,-0.484866944
2015-07-11,30,-0.58137853
2015-07-12,38,-0.556472314
2015-07-13,29,-0.584491807
2015-07-14,19,-0.615624576
2015-07-15,38,-0.556472314
2015-07-16,29,-0.584491807
2015-07-17,26,-0.593831637
2015-07-18,33,-0.572038699
2015-07-19,33,-0.572038699
2015-07-20,33,-0.572038699
2015-07-21,33,-0.572038699
2015-07-22,28,-0.587605083
2015-07-23,28,-0.587605083
2015-07-24,27,-0.59071836
2015-07-25,27,-0.59071836
2015-07-26,28,-0.587605083
2015-07-27,28,-0.587605083
2015-07-28,28,-0.587605083
2015-07-29,28,-0.587605083
2015-07-30,28,-0.587605083
2015-07-31,28,-0.587605083
2015-08-01,28,-0.587605083
2015-08-02,28,-0.587605083
2015-08-03,28,-0.587605083
2015-08-04,28,-0.587605083
2015-08-05,28,-0.587605083
2015-08-06,27,-0.59071836
2015-08-07,28,-0.587605083
2015-08-08,28,-0.587605083
2015-08-09,27,-0.59071836
2015-08-10,27,-0.59071836
2015-08-11,27,-0.59071836
2015-08-12,27,-0.59071836
2015-08-13,27,-0.59071836
2015-08-14,27,-0.59071836
2015-08-15,28,-0.587605083
2015-08-16,28,-0.587605083
2015-08-17,29,-0.584491807
2015-08-18,25,-0.596944914
2015-08-19,26,-0.593831637
2015-08-20,26,-0.593831637
2015-08-21,28,-0.587605083
2015-08-22,28,-0.587605083
2015-08-23,27,-0.59071836
2015-08-24,28,-0.587605083
2015-08-25,29,-0.584491807
2015-08-26,27,-0.59071836
2015-08-27,27,-0.59071836
2015-08-28,30,-0.58137853
2015-08-29,31,-0.578265253
2015-08-30,29,-0.584491807
2015-08-31,28,-0.587605083
2015-09-01,29,-0.584491807
2015-09-02,31,-0.578265253
2015-09-03,31,-0.578265253
2015-09-04,30,-0.58137853
2015-09-05,31,-0.578265253
2015-09-06,31,-0.578265253
2015-09-07,30,-0.58137853
2015-09-08,14,-0.631190961
2015-09-09,13,-0.634304238
2015-09-10,3,-0.665437007
2015-09-11,22,-0.606284745
2015-09-12,53,-0.50977316
2015-09-13,41,-0.547132483
2015-09-14,34,-0.568925422
2015-09-15,29,-0.584491807
2015-09-16,22,-0.606284745
2015-09-17,20,-0.612511299
2015-09-18,32,-0.575151976
2015-09-19,19,-0.615624576
2015-09-20,13,-0.634304238
2015-09-21,10,-0.643644068
2015-09-22,30,-0.58137853
2015-09-23,0,-0.674776838
2015-09-24,3,-0.665437007
2015-09-25,18,-0.618737853
2015-09-26,43,-0.540905929
2015-09-27,28,-0.587605083
2015-09-28,29,-0.584491807
2015-09-29,26,-0.593831637
2015-09-30,34,-0.568925422
2015-10-01,38,-0.556472314
2015-10-02,35,-0.565812145
2015-10-03,31,-0.578265253
2015-10-04,26,-0.593831637
2015-10-05,29,-0.584491807
2015-10-06,29,-0.584491807
2015-10-07,28,-0.587605083
2015-10-08,29,-0.584491807
2015-10-09,28,-0.587605083
2015-10-10,29,-0.584491807
2015-10-11,29,-0.584491807
2015-10-12,29,-0.584491807
2015-10-13,29,-0.584491807
2015-10-14,29,-0.584491807
2015-10-15,29,-0.584491807
2015-10-16,29,-0.584491807
2015-10-17,29,-0.584491807
2015-10-18,29,-0.584491807
2015-10-19,29,-0.584491807
2015-10-20,27,-0.59071836
2015-10-21,27,-0.59071836
2015-10-22,27,-0.59071836
2015-10-23,23,-0.603171468
2015-10-24,20,-0.612511299
2015-10-25,20,-0.612511299
2015-10-26,20,-0.612511299
2015-10-27,20,-0.612511299
2015-10-28,20,-0.612511299
2015-10-29,21,-0.609398022
2015-10-30,20,-0.612511299
2015-10-31,19,-0.615624576
2015-11-01,21,-0.609398022
2015-11-02,21,-0.609398022
2015-11-03,21,-0.609398022
2015-11-04,26,-0.593831637
2015-11-05,25,-0.596944914
2015-11-06,23,-0.603171468
2015-11-07,25,-0.596944914
2015-11-08,22,-0.606284745
2015-11-09,24,-0.600058191
2015-11-10,23,-0.603171468
2015-11-11,26,-0.593831637
2015-11-12,26,-0.593831637
2015-11-13,31,-0.578265253
2015-11-14,26,-0.593831637
2015-11-15,23,-0.603171468
2015-11-16,23,-0.603171468
2015-11-17,24,-0.600058191
2015-11-18,23,-0.603171468
2015-11-19,24,-0.600058191
2015-11-20,24,-0.600058191
2015-11-21,24,-0.600058191
2015-11-22,24,-0.600058191
2015-11-23,24,-0.600058191
2015-11-24,24,-0.600058191
2015-11-25,24,-0.600058191
2015-11-26,24,-0.600058191
2015-11-27,24,-0.600058191
2015-11-28,24,-0.600058191
2015-11-29,24,-0.600058191
2015-11-30,23,-0.603171468
2015-12-01,23,-0.603171468
2015-12-02,24,-0.600058191
2015-12-03,24,-0.600058191
2015-12-04,24,-0.600058191
2015-12-05,24,-0.600058191
2015-12-06,24,-0.600058191
2015-12-07,24,-0.600058191
2015-12-08,24,-0.600058191
2015-12-09,24,-0.600058191
2015-12-10,0,-0.674776838
2015-12-11,26,-0.593831637
2015-12-12,26,-0.593831637
2015-12-13,26,-0.593831637
2015-12-14,26,-0.593831637
2015-12-15,88,-0.400808467
2015-12-16,59,-0.491093498
2015-12-17,87,-0.403921744
2015-12-18,77,-0.435054513
2015-12-19,72,-0.450620898
2015-12-20,72,-0.450620898
2015-12-21,64,-0.475527114
2015-12-22,66,-0.46930056
2015-12-23,28,-0.587605083
2015-12-24,29,-0.584491807
2015-12-25,43,-0.540905929
2015-12-26,32,-0.575151976
2015-12-27,29,-0.584491807
2015-12-28,25,-0.596944914
2015-12-29,23,-0.603171468
2015-12-30,26,-0.593831637
2015-12-31,28,-0.587605083
2016-01-01,22,-0.606284745
2016-01-02,24,-0.600058191
2016-01-03,22,-0.606284745
2016-01-04,17,-0.62185113
2016-01-05,20,-0.612511299
2016-01-06,22,-0.606284745
2016-01-07,33,-0.572038699
2016-01-08,31,-0.578265253
2016-01-09,17,-0.62185113
2016-01-10,59,-0.491093498
2016-01-11,62,-0.481753668
2016-01-12,59,-0.491093498
2016-01-13,52,-0.512886437
2016-01-14,56,-0.500433329
2016-01-15,51,-0.515999714
2016-01-16,38,-0.556472314
2016-01-17,17,-0.62185113
2016-01-18,43,-0.540905929
2016-01-19,64,-0.475527114
2016-01-20,66,-0.46930056
2016-01-21,66,-0.46930056
2016-01-22,55,-0.503546606
2016-01-23,60,-0.487980221
2016-01-24,72,-0.450620898
2016-01-25,61,-0.484866944
2016-01-26,71,-0.453734175
2016-01-27,53,-0.50977316
2016-01-28,56,-0.500433329
2016-01-29,55,-0.503546606
2016-01-30,51,-0.515999714
2016-01-31,52,-0.512886437
2016-02-01,52,-0.512886437
2016-02-02,51,-0.515999714
2016-02-03,54,-0.506659883
2016-02-04,54,-0.506659883
2016-02-05,51,-0.515999714
2016-02-06,51,-0.515999714
2016-02-07,50,-0.519112991
2016-02-08,50,-0.519112991
2016-02-09,52,-0.512886437
2016-02-10,53,-0.50977316
2016-02-11,52,-0.512886437
2016-02-12,50,-0.519112991
2016-02-13,50,-0.519112991
2016-02-14,50,-0.519112991
2016-02-15,50,-0.519112991
2016-02-16,49,-0.522226268
2016-02-17,50,-0.519112991
2016-02-18,50,-0.519112991
2016-02-19,51,-0.515999714
2016-02-20,50,-0.519112991
2016-02-21,50,-0.519112991
2016-02-22,50,-0.519112991
2016-02-23,50,-0.519112991
2016-02-24,50,-0.519112991
2016-02-25,50,-0.519112991
2016-02-26,49,-0.522226268
2016-02-27,48,-0.525339545
2016-02-28,47,-0.528452822
2016-02-29,48,-0.525339545
2016-03-01,49,-0.522226268
2016-03-02,49,-0.522226268
2016-03-03,49,-0.522226268
2016-03-04,50,-0.519112991
2016-03-05,49,-0.522226268
2016-03-06,49,-0.522226268
2016-03-07,49,-0.522226268
2016-03-08,50,-0.519112991
2016-03-09,49,-0.522226268
2016-03-10,49,-0.522226268
2016-03-11,49,-0.522226268
2016-03-12,49,-0.522226268
2016-03-13,49,-0.522226268
2016-03-14,48,-0.525339545
2016-03-15,49,-0.522226268
2016-03-16,48,-0.525339545
2016-03-17,49,-0.522226268
2016-03-18,49,-0.522226268
2016-03-19,48,-0.525339545
2016-03-20,49,-0.522226268
2016-03-21,49,-0.522226268
2016-03-22,48,-0.525339545
2016-03-23,49,-0.522226268
2016-03-24,50,-0.519112991
2016-03-25,49,-0.522226268
2016-03-26,48,-0.525339545
2016-03-27,47,-0.528452822
2016-03-28,50,-0.519112991
2016-03-29,51,-0.515999714
2016-03-30,53,-0.50977316
2016-03-31,51,-0.515999714
2016-04-01,50,-0.519112991
2016-04-02,52,-0.512886437
2016-04-03,51,-0.515999714
2016-04-04,50,-0.519112991
2016-04-05,48,-0.525339545
2016-04-06,49,-0.522226268
2016-04-07,49,-0.522226268
2016-04-08,47,-0.528452822
2016-04-09,49,-0.522226268
2016-04-10,48,-0.525339545
2016-04-11,50,-0.519112991
2016-04-12,70,-0.456847452
2016-04-13,70,-0.456847452
2016-04-14,88,-0.400808467
2016-04-15,72,-0.450620898
2016-04-16,64,-0.475527114
2016-04-17,63,-0.478640391
2016-04-18,61,-0.484866944
2016-04-19,62,-0.481753668
2016-04-20,61,-0.484866944
2016-04-21,61,-0.484866944
2016-04-22,64,-0.475527114
2016-04-23,62,-0.481753668
